"CostElementList_CostElement","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_Continuing_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-e9a5678159a9521e43ee076db21a63618e4bf2e1","","","","","","","","","","","","","","","49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-4e49713bc8583cbfd86eee94c3e1847d67af8b00","49b5c709daad1a8741796ffa9d359a26e4c6ab28","root.record.ItemExhibitList.P5Item","49b5c709daad1a8741796ffa9d359a26e4c6ab28-2-63fdea6d6514dc86e5d7e1dfc82a7eda7e841ecc"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-9185da1ff0584f40cab16423135086af0bbe38f5","","","","","","","","","","","","","","","49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-c1e29a7a864cc6c496403383201f1e25d6f6c279","49b5c709daad1a8741796ffa9d359a26e4c6ab28","root.record.ItemExhibitList.P5Item","49b5c709daad1a8741796ffa9d359a26e4c6ab28-3-88eac3956a54b377bb6eb0d715d4dda14c2dc5bc"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-8cd433841a8ae70ead19263397822cf487552a74","","","","","","","","","","","","","","","49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-dd25a68486202e11acb8cc07346551d764998b8a","49b5c709daad1a8741796ffa9d359a26e4c6ab28","root.record.ItemExhibitList.P5Item","49b5c709daad1a8741796ffa9d359a26e4c6ab28-4-2c5d4071fd5ed528ca498836f259407cf69c6682"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-43776f69a0c187da3ae0aea75db9816cf7d62c2f","","","","","","","","","","","","","","","49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-f65d8cc7d7fcfe2a20df024b994ad0275e30f5c7","49b5c709daad1a8741796ffa9d359a26e4c6ab28","root.record.ItemExhibitList.P5Item","49b5c709daad1a8741796ffa9d359a26e4c6ab28-5-698a18a67e419b3d27ad582059c3f73c5b5edfaf"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-d0d57d6d5ff6de3ae2080a031004f02e86b76f98","","","","","","","","","","","","","","","49b5c709daad1a8741796ffa9d359a26e4c6ab28-0-26ef8c243983671b129219218e7eab072cc599c2","49b5c709daad1a8741796ffa9d359a26e4c6ab28","root.record.ItemExhibitList.P5Item","49b5c709daad1a8741796ffa9d359a26e4c6ab28-6-67cccbc1e39cd5cd1acb9a961a67315b0980d9df"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4c1c9a3d7d57117f6485e2397c4f031a89999101-0-3e5e9deb986bf647b91297fb0b9791626f53693c","","","","","","","","","","","","","","","4c1c9a3d7d57117f6485e2397c4f031a89999101-0-634ada60d915593f427b0e0ae5407c6290a4900f","4c1c9a3d7d57117f6485e2397c4f031a89999101","root.record.ItemExhibitList.P5Item","4c1c9a3d7d57117f6485e2397c4f031a89999101-0-4345ad88d73c9772f299ec0d73d84f7900aa8a36"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4c1c9a3d7d57117f6485e2397c4f031a89999101-0-18e0e62556432413502de765ddd21e6e66b931bc","","","","","","","","","","","","","","","4c1c9a3d7d57117f6485e2397c4f031a89999101-0-7a04aba08762ba7cdd3e295f4237115526d6e51d","4c1c9a3d7d57117f6485e2397c4f031a89999101","root.record.ItemExhibitList.P5Item","4c1c9a3d7d57117f6485e2397c4f031a89999101-1-8c239bde2cff4290cc60749df149f13619bb7279"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4d71b950b33830c02a1411613d124d8588752cc5-0-737d80f440c702be8ea7dfa68ceb2bf30e203c62","","","","","","","","","","","","","","","4d71b950b33830c02a1411613d124d8588752cc5-0-08e4c1d74d9e422471f36b31dad98b19f7cbe9a6","4d71b950b33830c02a1411613d124d8588752cc5","root.record.ItemExhibitList.P5Item","4d71b950b33830c02a1411613d124d8588752cc5-0-67df88e2855e5d36d932e8edbc432b12de6fda69"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4d71b950b33830c02a1411613d124d8588752cc5-0-0ed2c5c66d0099fd68258dd1c9056a3cd5f6d975","","","","","","","","","","","","","","","4d71b950b33830c02a1411613d124d8588752cc5-0-1a474335cdec332248254060ded47076495ce78d","4d71b950b33830c02a1411613d124d8588752cc5","root.record.ItemExhibitList.P5Item","4d71b950b33830c02a1411613d124d8588752cc5-1-cc710b8a6212f3c6f8c374301922a024d8554c55"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4d71b950b33830c02a1411613d124d8588752cc5-0-570a8a8f89cd19b44b68f76781cf2abb5b933c9d","","","","","","","","","","","","","","","4d71b950b33830c02a1411613d124d8588752cc5-0-a06079f65ab4b35a8011b746982182cd3cfa10b9","4d71b950b33830c02a1411613d124d8588752cc5","root.record.ItemExhibitList.P5Item","4d71b950b33830c02a1411613d124d8588752cc5-2-47d428d7a151ea002915e30b8bc61bcf76780490"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-6caee16d2c105eba32dac3996ed6309dcb2cc894","","","","","","","","","","","","","","","4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-f11a65e0608e33b7003dd0d0425e10b254584b91","4ee58e4052cee5e824c7eeb6c77915475e1877b8","root.record.ItemExhibitList.P5Item","4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-04d9a7807d83febed81e63303fc17288b4a0207b"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-96a8a1e8b8c203f63e64183596262a0bee256957","","","","","","","","","","","","","","","4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-58ce25af9c81158758bedbfe291cb571951cc8f9","4ee58e4052cee5e824c7eeb6c77915475e1877b8","root.record.ItemExhibitList.P5Item","4ee58e4052cee5e824c7eeb6c77915475e1877b8-1-e154231ce0aab69b392d59ebf6f45b8eb3941641"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-69ac5612d53c93f8f11e7e39b84da785640afb94","","","","","","","","","","","","","","","4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-27da064c629ebaea355d4d16406f347eb26a5527","4ee58e4052cee5e824c7eeb6c77915475e1877b8","root.record.ItemExhibitList.P5Item","4ee58e4052cee5e824c7eeb6c77915475e1877b8-3-b693bfe12d5ed9ed9989d03a62f27bda9c6e6fac"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-1e8fc05c14f3ed568ee0ed97594c0367b772bede","","","","","","","","","","","","","","","4ee58e4052cee5e824c7eeb6c77915475e1877b8-0-169fe487436b9d113257302115520ede5f3746e9","4ee58e4052cee5e824c7eeb6c77915475e1877b8","root.record.ItemExhibitList.P5Item","4ee58e4052cee5e824c7eeb6c77915475e1877b8-4-cdc07b6bf696d42b0b1ba52b65917a866325751b"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-502fbcba0fa1cceb38f2d530558410d6aaa5f1f6-0-40debfaece2e0b851aded1315d662227de0342ed","","","","","","","","","","","","","","","502fbcba0fa1cceb38f2d530558410d6aaa5f1f6-0-c9df7a5ff3af29ee8f7ca528d9ace1c71e88f93a","502fbcba0fa1cceb38f2d530558410d6aaa5f1f6","root.record.ItemExhibitList.P5Item","502fbcba0fa1cceb38f2d530558410d6aaa5f1f6-0-2fee784dd353abc26e000db8d6924beea133928c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-530a059e99ffadf010487fd3ebb234383d966cfb-0-a53b23396b7efb467f37a89436c9c67a32222974","","","","","","","","","","","","","","","530a059e99ffadf010487fd3ebb234383d966cfb-0-e8f9b964196003b8b3f046995e9971a3345379c1","530a059e99ffadf010487fd3ebb234383d966cfb","root.record.ItemExhibitList.P5Item","530a059e99ffadf010487fd3ebb234383d966cfb-0-d501141010c72338877e6263466b27f4132da38c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-544a27cf4c855accaef350925968397a284af7d3-0-7b2b0745991689e197bbf08028f29d967f233d20","","","","","","","","","","","","","","","544a27cf4c855accaef350925968397a284af7d3-0-522fb7f0ea1a1f18e989582fb04dbff340958d5e","544a27cf4c855accaef350925968397a284af7d3","root.record.ItemExhibitList.P5Item","544a27cf4c855accaef350925968397a284af7d3-0-7cfe87f05ecbcd3e8bd73ebf8832f9e7c53f56a7"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-54eeb567c7b514e0c6ba9ffd7e3f28f1142d771f-0-fe320a0f71ed2cf4a7f3190de318134cfa55edec","","","","","","","","","","","","","","","54eeb567c7b514e0c6ba9ffd7e3f28f1142d771f-0-a744d577353f138e88175cdc30384e02588a1f70","54eeb567c7b514e0c6ba9ffd7e3f28f1142d771f","root.record.ItemExhibitList.P5Item","54eeb567c7b514e0c6ba9ffd7e3f28f1142d771f-0-8fa17e6c1dd5ca714b347d01ee318a596964d223"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-55dd2d35acc05d390aec6fb540dd6ac9fc9ddcb8-0-118eb45ce78e091711c8b8213eb0a23eea773586","","","","","","","","","","","","","","","55dd2d35acc05d390aec6fb540dd6ac9fc9ddcb8-0-a79c27947f3591b302bbb623e5e9397fcc527b98","55dd2d35acc05d390aec6fb540dd6ac9fc9ddcb8","root.record.ItemExhibitList.P5Item","55dd2d35acc05d390aec6fb540dd6ac9fc9ddcb8-0-1be00ac88a76f513d9457149f00a9ea57e09335c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-595fc73c4bacf72d35f7a40e12219206060f4dca-0-56833b1807b8d480f5b2a7a487a0a6dd84cc7335","","","","","","","","","","","","","","","595fc73c4bacf72d35f7a40e12219206060f4dca-0-51a0310ce8f7d6e59fe6aba0e8b2b5d62adbf75a","595fc73c4bacf72d35f7a40e12219206060f4dca","root.record.ItemExhibitList.P5Item","595fc73c4bacf72d35f7a40e12219206060f4dca-0-eaef7613689a01268d17b38b5be2262132f4bc75"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-595fc73c4bacf72d35f7a40e12219206060f4dca-0-c11cf4419e661d066ba9ce5540677e979a7a0f28","","","","","","","","","","","","","","","595fc73c4bacf72d35f7a40e12219206060f4dca-0-bf9ce36cf43cb55c4b677b9307b0d902ad31b65c","595fc73c4bacf72d35f7a40e12219206060f4dca","root.record.ItemExhibitList.P5Item","595fc73c4bacf72d35f7a40e12219206060f4dca-1-b593ef0f5756c9ebe509699f402163c52cdc83b0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-59c5754610b14faaaeebf1930117e601da5553e9-0-f81622eb71f511d12043fff34d58641275cc8bb6","","","","","","","","","","","","","","","59c5754610b14faaaeebf1930117e601da5553e9-0-133ce81c2e136dcb8cff3bb9b88be78322fc37f2","59c5754610b14faaaeebf1930117e601da5553e9","root.record.ItemExhibitList.P5Item","59c5754610b14faaaeebf1930117e601da5553e9-2-95af5698a051eac0c134d06c8e97cb32b6e8882c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5f3b6ce63f58885f0810949cc701436252fb6e4a-0-0f8f835d8dc0b8c3701fdd0b93d983c23cb18d12","","","","","","","","","","","","","","","5f3b6ce63f58885f0810949cc701436252fb6e4a-0-e20d051e3701342770a5942083f1f302a9bdc989","5f3b6ce63f58885f0810949cc701436252fb6e4a","root.record.ItemExhibitList.P5Item","5f3b6ce63f58885f0810949cc701436252fb6e4a-0-a5abe084e28ce09c3d10de93ce45614382a908f0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5f47fa1eb49ada1ea91bb11b010b4261daf24d28-0-0b099dd0eab8ccdbc0bd675345bfe997e083364c","","","","","","","","","","","","","","","5f47fa1eb49ada1ea91bb11b010b4261daf24d28-0-705b754edd6c0d490d23d5a4f57e9e69fb6013d3","5f47fa1eb49ada1ea91bb11b010b4261daf24d28","root.record.ItemExhibitList.P5Item","5f47fa1eb49ada1ea91bb11b010b4261daf24d28-0-eaaeff0bc736e51337253a091a827b744f84b437"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-5f493fb8880ee5565730196d74a1c7de6daf966e-0-0524c52cf25fc1fe00507fbd69f42756ce549c1d","","","","","","","","","","","","","","","5f493fb8880ee5565730196d74a1c7de6daf966e-0-37a2308657d1e10ebb3af8f26922ef65849aaac0","5f493fb8880ee5565730196d74a1c7de6daf966e","root.record.ItemExhibitList.P5Item","5f493fb8880ee5565730196d74a1c7de6daf966e-0-d08331ecbf8f478ce8dd7da869adf045ebba38b0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-619d92a12c42d927238702af95884d87c8697416-0-37e2ae952481a0f33b5ef539c443fc4d44b33988","","","","","","","","","","","","","","","619d92a12c42d927238702af95884d87c8697416-0-3f2a97421c1564c28d912cc6e96746efc1cec63c","619d92a12c42d927238702af95884d87c8697416","root.record.ItemExhibitList.P5Item","619d92a12c42d927238702af95884d87c8697416-0-64c49c6359f262155e776212c2009c43a0f2fb8d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-619d92a12c42d927238702af95884d87c8697416-0-308bef5eb600f8843229e005b136477302dfb4a0","","","","","","","","","","","","","","","619d92a12c42d927238702af95884d87c8697416-0-37a679f1374a67cd2b2ff2fdd1c936b6cba51abc","619d92a12c42d927238702af95884d87c8697416","root.record.ItemExhibitList.P5Item","619d92a12c42d927238702af95884d87c8697416-1-742259f565afe6b6ce0cc1adcb33a39676f65d51"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-619d92a12c42d927238702af95884d87c8697416-0-a2f753d53723cf303bfa9a660c7c6d57bb6e7111","","","","","","","","","","","","","","","619d92a12c42d927238702af95884d87c8697416-0-0dd432d32f4dd5d9a79a321271dc2322b921d3d5","619d92a12c42d927238702af95884d87c8697416","root.record.ItemExhibitList.P5Item","619d92a12c42d927238702af95884d87c8697416-2-bd7e27931bda9aa4baff8f8756583b598aa41820"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-619d92a12c42d927238702af95884d87c8697416-0-a2b120bba602aaf351d39d6ed38204bef391101b","","","","","","","","","","","","","","","619d92a12c42d927238702af95884d87c8697416-0-944296b4546b2acb45177eedba818c67c48174ca","619d92a12c42d927238702af95884d87c8697416","root.record.ItemExhibitList.P5Item","619d92a12c42d927238702af95884d87c8697416-3-f7ea98b72e74cb76028645b9781711c4ac77979a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-63a09f2d24509e3e49dc113e41bc696fedd4b156-0-8214d0336b12e7611bce3d8966104711d4036724","","","","","","","","","","","","","","","63a09f2d24509e3e49dc113e41bc696fedd4b156-0-84947a99448641ad0f113cd0ff6bab6a9227ebb4","63a09f2d24509e3e49dc113e41bc696fedd4b156","root.record.ItemExhibitList.P5Item","63a09f2d24509e3e49dc113e41bc696fedd4b156-0-a20f9292c4bbb773612735685c1c45dd048ac711"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-64310f6aecd180ff034a8c93fc69291bea301f3f-0-ac8a974fe1e4464ef20e70b22b5a9dbc6e4b1809","","","","","","","","","","","","","","","64310f6aecd180ff034a8c93fc69291bea301f3f-0-2990763a9e4c6f9360afa5fac2b2bdfdc5e813a6","64310f6aecd180ff034a8c93fc69291bea301f3f","root.record.ItemExhibitList.P5Item","64310f6aecd180ff034a8c93fc69291bea301f3f-0-04984d8f11dd7b729544ddc22e90417ebc7ca152"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-648bd1fac1fe171ece5213e039937b66a77eeb2c-0-75b7967a441d04dbd54a685bffeae0ee1bfd44a0","","","","","","","","","","","","","","","648bd1fac1fe171ece5213e039937b66a77eeb2c-0-d03a5eb52da358a14484222eb053b71ee88a2bdc","648bd1fac1fe171ece5213e039937b66a77eeb2c","root.record.ItemExhibitList.P5Item","648bd1fac1fe171ece5213e039937b66a77eeb2c-0-c396b3935606d172da460bcc38cfccb706c63706"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-b6e52bcafa62824f065a23329ca1ebaf6d2b638b","","","","","","","","","","","","","","","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-03c97cf0f78295d5fdb769f61f8280a03db4e9a1","64e91e4fc2468d9a18a33d7bb4b01b68e0838119","root.record.ItemExhibitList.P5Item","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-6c46b603e7e213fb189d7a0cbd8c72575d13c699"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-ed99992b969174aa19cb7014bd5c026f6968791e","","","","","","","","","","","","","","","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-e4f8628c6103100f27a90bd66205c87219ec49cb","64e91e4fc2468d9a18a33d7bb4b01b68e0838119","root.record.ItemExhibitList.P5Item","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-1-2288c4630b0f0b0bfe4e87780645f87644f515fd"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-4f0858c4285b3c166763e274a4e67e2fcc1218a5","","","","","","","","","","","","","","","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-0-24cfcf98eabf0b91afb4801a23cea31555645e94","64e91e4fc2468d9a18a33d7bb4b01b68e0838119","root.record.ItemExhibitList.P5Item","64e91e4fc2468d9a18a33d7bb4b01b68e0838119-2-c1aef17d0c7329f124c2d7c6eedd8b0c0815b6e6"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-33e5cc3aa27e7f43d444ea0211f6dc97ba28317c","","","","","","","","","","","","","","","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-4f87dc2b7cf2df522f708f57a2cab15747259be1","65c971fd55e8a5e85798e3bc166f8e77e31f6276","root.record.ItemExhibitList.P5Item","65c971fd55e8a5e85798e3bc166f8e77e31f6276-0-ca8f36505d22d654650d6053db919e5dfcd162a5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6608c3115dc44ccdc25eb57b8f283585edab7ffe-0-6d778e29b24a1ba0351fbc8778d673d8748ba5cd","","","","","","","","","","","","","","","6608c3115dc44ccdc25eb57b8f283585edab7ffe-0-183ddc886420f5c7aee4a296ac5dd9a09db8ffbe","6608c3115dc44ccdc25eb57b8f283585edab7ffe","root.record.ItemExhibitList.P5Item","6608c3115dc44ccdc25eb57b8f283585edab7ffe-0-7f6b3ecc8640eec53e9e8755915fb37e20896adc"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-67caeb8d315d0ed255345a2869f9a0d338b5bc8a-0-94b569ebd3d965b54412d9636a100eafb10f818d","","","","","","","","","","","","","","","67caeb8d315d0ed255345a2869f9a0d338b5bc8a-0-d72538a96aef38503bdf641e8d676b03e067a6ba","67caeb8d315d0ed255345a2869f9a0d338b5bc8a","root.record.ItemExhibitList.P5Item","67caeb8d315d0ed255345a2869f9a0d338b5bc8a-0-3720c72907cd91792ea8d0ed112a31e295f83ba4"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-67caeb8d315d0ed255345a2869f9a0d338b5bc8a-0-eb5899141eb960c7cc8d518781f702a52e334cfa","","","","","","","","","","","","","","","67caeb8d315d0ed255345a2869f9a0d338b5bc8a-0-d6ebd8d08df9fa89d81bec9462c5fe43c85e7ef0","67caeb8d315d0ed255345a2869f9a0d338b5bc8a","root.record.ItemExhibitList.P5Item","67caeb8d315d0ed255345a2869f9a0d338b5bc8a-1-747dd7d3654930bfa34c3fb3376ca82bfe832a26"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6852a40abbd716526d29164e48a40718532238e8-0-4fc239c6e992f0f100dec5bfebddd847fe82c942","","","","","","","","","","","","","","","6852a40abbd716526d29164e48a40718532238e8-0-dacd7524cf1eaf8c2da2b6c55fee81c8471642db","6852a40abbd716526d29164e48a40718532238e8","root.record.ItemExhibitList.P5Item","6852a40abbd716526d29164e48a40718532238e8-0-ab0d040f41b57015e15e55ebfe45e0dd9c5b45b6"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6852a40abbd716526d29164e48a40718532238e8-0-9d5583a750f6ab7dcac1c11b0b4d445a9e3d40f6","","","","","","","","","","","","","","","6852a40abbd716526d29164e48a40718532238e8-0-84e4595ffc8275b88234fbdc88f990d349558005","6852a40abbd716526d29164e48a40718532238e8","root.record.ItemExhibitList.P5Item","6852a40abbd716526d29164e48a40718532238e8-1-cf5e6a18c37cbcd2331a889ea7506767dae00fec"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6965dfb97bb79dbaee84057750ce56aa84bfd93d-0-849094a70cbeb1f56b2d635f93227fb8f1da5939","","","","","","","","","","","","","","","6965dfb97bb79dbaee84057750ce56aa84bfd93d-0-092d232aeab73bb62d5f1b973c19a627221e6a6c","6965dfb97bb79dbaee84057750ce56aa84bfd93d","root.record.ItemExhibitList.P5Item","6965dfb97bb79dbaee84057750ce56aa84bfd93d-0-70a68306867d42091cd8cd08575d23a09985b7f4"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-0-075e05ef398aa8114fec9d91f444f1d248dad89d","","","","","","","","","","","","","","","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-0-52905be935a31c7e0abfb5d872e656fc1768a460","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643","root.record.ItemExhibitList.P5Item","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-0-596d48a72a9ba3eb6584af96050b9e7e5e7be8f6"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-0-226e12286ca139571bad2a199b5ddeaa94d3bfd8","","","","","","","","","","","","","","","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-0-a96b0c7da1d20141acb33c65ceaa0436f795fd88","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643","root.record.ItemExhibitList.P5Item","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-1-9b5bb05677d6ff2b0858ff022699f55a5b14fb15"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-0-1fab09cd21266ce592a585fa65a6f3c89ffcae63","","","","","","","","","","","","","","","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-0-abe2e7114c7b5b657c09b1f10947d745c681bec6","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643","root.record.ItemExhibitList.P5Item","6a8a2d6c4852b52ec0e5ef7a85b2f72ec0194643-2-6d9912fe0568d43bd23b0087b3f09b2bf5b63c62"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6c5e486a81d51bf60c2ed069463b37569b9a3945-0-6338e45258f1fc33abf5adb40eaa87c0c062626c","","","","","","","","","","","","","","","6c5e486a81d51bf60c2ed069463b37569b9a3945-0-ae4447e6a4d245b631bfd7da5a88d7607fbdaed2","6c5e486a81d51bf60c2ed069463b37569b9a3945","root.record.ItemExhibitList.P5Item","6c5e486a81d51bf60c2ed069463b37569b9a3945-0-752fa0d79ff3c0b0ac98979d33066d0c60b9a0d9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-6db00534b2b6ad93a09332a76cf8b748d98ca3d1-0-4358953719e6b734fcb5fddb9e5628cfe2aa9bc0","","","","","","","","","","","","","","TOTAL PROCUREMENT SUPPORT - MISSILE","6db00534b2b6ad93a09332a76cf8b748d98ca3d1-0-f28b849c255606c7683e52f6dcd4cf3b913e7da5","6db00534b2b6ad93a09332a76cf8b748d98ca3d1","root.record.ItemExhibitList.P5Item","6db00534b2b6ad93a09332a76cf8b748d98ca3d1-0-5c043101e2a5a794ed3383bbd8325f7752df4164"
