"Name_val","Name_@footnote","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_ToComplete_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearOneOCO_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_Total_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_Continuing_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_AllPriorYears_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"1.2.1)  Installation Kits N/R - Organic","","","","","","","","","","","","","","4.303","","","4.303","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-5211b2af1d4679cd7f8408224bc91ca63bb5f479","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-2556ba535032c9d6a9af98075f57ec0a3a0ca72a"
"1.2.1) Installation Kits N/R - Organic","","1","","","1","","","","","","","","","9.208","","","9.208","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-ddbf314e13b5169efab4efed5db006b37e35ce87","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-523bb64bdb7b653f7d7cdbba3cf67271b1209bb4"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","1.258","","","1.258","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-17bf71ff1ddc681bc339a9d4579f3590de6c5696","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-1f3c8b4d8118b79e8df354819526689f45b5d187"
"1.2.1) Installation Kits N/R - Organic","**Increase in FY15-FY18 is due to the increase in ADS-B (Out) funding. CNS/ATM had existing ADS-B (Out) requirements already in the budget, additional funding received for additional platforms in order to meet the Federal Aviation Administration (FAA) Mandates Fact-of-Life.","","","","","","","","","","","","","27.717","","7.269","46.081","3.119","3.119","5.062","0.000","","2.464","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-fc09b3a6fa61b78f2c1f930fcc50c8dbfade2b67","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-e0f27ca3d7afe87be83121c10db4aed28128a696"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","0.333","","","0.333","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-123cdf9fb27c0457d1b76948adf98726db347791","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-5120741c1b1061cc6f0a7793ac00b0faaa1ede7f"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","2.346","0.586","","2.932","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-aec6f288c453f2993efea37716b9970ced4b9796","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-2bd57b3bf9a673b33574ad7e9fc5b546c52c28f6"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","72.803","8.35","12.651","108.922","11.302","11.302","3.171","0.000","","0.645","","","","","","","","","","","","","","","","","","","","","","","","","","","","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-4b23b57a573a32c12d6b7b5b53067da51b5e8316","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"1.2.1) Installation Kits N/R - Organic","Install Kit N/R growth in FY15 due to modifications that have no production effectivity (no effect to production aircraft). Cost growth due to additional retrofit only mods.","","","","","","","","","","","","","0.012","1.5","0.48","9.905","1","1","1.024","2.7","1.083","1.043","1.063","","","","","","","","","","","","","","","","","","","","","","","","","","","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-91ff33e023dbdf6a5267dd14fe5b5db3dfd8b8d6","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Training Devices","","","","","0","0","0","0","","0","0","0","","","","","12.11","1.1","1.1","1.85","","3.6","2.28","3.28","","","","","","","","","","","","","","","","","","","","","","","","","","","e8b66b52cdd6646ef4cba7c578186cd7e435e32d-0-1d78b43a992a489f6cefe8faa0d3407e558d23b4","e8b66b52cdd6646ef4cba7c578186cd7e435e32d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","e8b66b52cdd6646ef4cba7c578186cd7e435e32d-2-ce72ca6508bd9daf518a1c4f8c987b7df2b656c9"
"Power System Mods","","","","","528","264","264","264","","","","","","","","","7","3.5","3.5","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e8b66b52cdd6646ef4cba7c578186cd7e435e32d-0-bde42bb23039f1ac038a691f2c440918dc1685a0","e8b66b52cdd6646ef4cba7c578186cd7e435e32d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","e8b66b52cdd6646ef4cba7c578186cd7e435e32d-3-9b2372aed6752a1c30913aa4ff9ac001f1f70fbb"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","62.574","0.576","","63.15","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-067d6c8b53bbcd2a249718c69c75791dab504146","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-40e0024e331df90f2b23208e0ec70b43e4544f5b"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","2.003","","","2.003","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-035952d84c00e650c36b4c2ebce9511cbbaffd97","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-f9ab88c6fb055af3b084540c3c3d4f748cb22631"
"1.2.1) Installation Kits N/R - Organic","SLEP Non-Recurring Engineering (NRE) funding increases in FY14 due to ramp up of SLEP efforts.","","","","","","","","","","","","","76.687","26.419","33.97","394.058","33.775","33.775","62.763","60.033","33.495","46.081","20.835","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-8f78010cb337dedfe035ee5d54adb4317053716f","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-23a13b252b95a83dad2337c297760f72fc5b0e1b"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","17.383","","","17.383","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-2f92babcac84423c9feb93839a81b4846365669b","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-335a1bf02608fb1b7840544134b891fb70e6dba2"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","18.577","","","18.577","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-b42c7efaabfe11d90f6939f0bf54112637dc7c08","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-ff9968a2b6aee335b6d285c746f159ef3648febf"
"1.2.1)   Installation Kits N/R - Organic","","","","","","","","","","","","","","6.03","0.366","","6.396","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-f97f6a153bb59f5c58b21cfec15423ad97adf20e","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-340657e0436214c2dd6dcc3eab71b3c8931d949f"
"1.2.1)   Installation Kits N/R - Organic","","","","","","","","","","","","","","38.16","9.908","10.569","114.405","10.759","10.759","10.953","0.000","11.555","11.15","11.351","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-4be1fbd16a9744ac41ef7f0542ac7fe59978706a","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-0390169a151876622a18be753327e296cd023094"
"1.2.1)   Installation Kits N/R - Organic","","","","","","","","","","","","","","10.681","4.698","","39.674","","","20.131","0.000","2.561","","1.603","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-d711f8874a8e788056be3f21762bc849a489480c","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-70dbe60e4e68b6e7fa5765e46658e694c1ed3285"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","0.91","0.315","","1.225","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-276c8864d77708e96031f831fc8d5402df62f676","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-027a6fe49b7448e7bbf4d4fa2087cd49624e5e0a"
"1.2.1)   Installation Kits N/R - Organic","","","","","","","","","","","","","","2.295","","","2.295","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-75d85c93dc9d0155c626289605dda337935f5391","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-4ab9970917a3fbc46e12c80be54832f226e53a2c"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","0.84","","","0.84","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-84a117ef31ae78dc455e0199af2afd168a9ad5b3","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-3482228a3f3545b4872fce4db1989f665dee63ac"
"1.2.1)   Installation Kits N/R - Organic","","","","","","","","","","","","","","1.605","","","1.605","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-257de2d238be7d7bbc01d53541419b339dc6c8c1","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-079a3877ee9f2c6a70c1c6ef582926d482daaf32"
"1.2.1)   Installation Kits N/R - Organic","Installation Kit N/R funding is high in FY13 due to DMD non-recurring engineering efforts prior to DMD kit procurements beginning in FY14.","","","","","","","","","","","","","11.104","7.004","2.443","20.827","0.108","0.108","0.051","0.000","","0.117","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-facd2aaf38d34e66a504d4ab9763c810009fc7af","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-107ceeba286aaba97610de18d5ba66b2e4b5c1d3"
"1.2.1)   Installation Kits N/R - Organic","","","","","","","","","","","","","","1.251","0.049","","1.3","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-eed32e49b3a8373d06245348efa0f104391e98af","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-cebe0c1082b2cf8794238dff17d25e3ffb68d335"
"1.2.1) Installation Kit N/R - Organic","Funding increase in FY18 is due to ramp up of non-recurring engineering efforts for SLEP EPCs.","","","","","","","","","","","","","","","8.745","75.359","9.244","9.244","8.7","6.3","11.852","5.283","25.235","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-d8a97cb28a4d99213c74c2b1d84c818c6f3d3f06","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-f931748bd5b3a8a5d99ca17c9c03cf1ba9172b70"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","32.843","","","3.5","18.462","3.692","3.562","3.627","","","","","","","","","","","","","","","","","","","","","","","","","","","fede51f6258d371393db38e85e48d5d2059ffd15-0-0f791fcc040a52f23b01a41e3e1694991f00b09c","fede51f6258d371393db38e85e48d5d2059ffd15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fede51f6258d371393db38e85e48d5d2059ffd15-0-c237a17448e04e1c8e47d683c4b3e8c4a4328807"
"1.2.1) Installation Kits N/R - Organic","","8","","","8","","","","","","","","","1.637","","","2.619","0.597","0.597","0.325","","","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","0016f776cc0f54b8aa5ec013e27bbb0f395c263c-0-e118aa0cf3c246bb0c6d02b7ecdd656e5fc8159e","0016f776cc0f54b8aa5ec013e27bbb0f395c263c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","0016f776cc0f54b8aa5ec013e27bbb0f395c263c-0-4737cf7fa29c1c0e2a36c86230b518d75ea32e75"
"1.2.1) Installation Kits N/R - Organic","","","","","1","1","1","","","","","","","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0016f776cc0f54b8aa5ec013e27bbb0f395c263c-0-56e19270359a8aa18ec8b5520e1791ac6351b016","0016f776cc0f54b8aa5ec013e27bbb0f395c263c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","0016f776cc0f54b8aa5ec013e27bbb0f395c263c-0-67d3d008a526dad6f64ada73c555ecf0c354c72e"
"1.2.1) Archived AKits/Non-Recurring - Organic","","22","","","22","","","","","","","","","6.458","","","6.458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03e5573fd0c778d7b377bb4737e951700f7fc2cc-0-01cf8365be7fa08daf0697ae77f991fbb21197ca","03e5573fd0c778d7b377bb4737e951700f7fc2cc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","03e5573fd0c778d7b377bb4737e951700f7fc2cc-0-d4d1f66958f67d2f065724bf7355cdb37fa3270b"
"1.2.1) Installation Kits NR - Organic","","","","","","","","","","","","","","","","0.13","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03e5573fd0c778d7b377bb4737e951700f7fc2cc-0-c5e64b8c19444808066e3177c72ef9e023a52d77","03e5573fd0c778d7b377bb4737e951700f7fc2cc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","03e5573fd0c778d7b377bb4737e951700f7fc2cc-0-e9153520875a6e3d474115fd7b1d2a0de4ecd6a8"
"Non Recurring Integration Engineering","Includes modification of the first aircraft","","","","","","","","","","","","","","","","13.935","13.935","13.935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09edc4750d2eb9eb26183c8735c49b929987dcb4-0-41ac93c9a3c5ac7c7d5402e61c808c773a594c2b","09edc4750d2eb9eb26183c8735c49b929987dcb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","09edc4750d2eb9eb26183c8735c49b929987dcb4-0-9fa77c204ab6b8464bf807176be6a63b9ad57051"
"1.2.1) ECP Preparation - Organic","","","","","","","","","","","","","","0.018","","","0.018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1609cee3e5a12246fc563f50a2f464ed20ba5e99-0-a0d8436e8442b0224933aaf8ceab43a22128f680","1609cee3e5a12246fc563f50a2f464ed20ba5e99","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","1609cee3e5a12246fc563f50a2f464ed20ba5e99-0-8d8415774e351efb662f47204a0194aa5fae9f84"
"1.2.2) Non-recurring Engineering - Organic","","","","","","","","","","","","","","1.104","","0.177","1.331","0.05","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1609cee3e5a12246fc563f50a2f464ed20ba5e99-1-50cab3c298a5ce46dbf6bd100ee85a2cb3ad4184","1609cee3e5a12246fc563f50a2f464ed20ba5e99","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","1609cee3e5a12246fc563f50a2f464ed20ba5e99-0-8d8415774e351efb662f47204a0194aa5fae9f84"
"1.2.3) Tooling - Organic","","","","","","","","","","","","","","0.01","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1609cee3e5a12246fc563f50a2f464ed20ba5e99-2-afb67489f8b20b14e74cb9b91a3df73dd914b81a","1609cee3e5a12246fc563f50a2f464ed20ba5e99","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","1609cee3e5a12246fc563f50a2f464ed20ba5e99-0-8d8415774e351efb662f47204a0194aa5fae9f84"
"Other","","0","","","0","","","","","","","","","2842.059","","","2842.059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1679effe88cf14a3e8b8721912409c0b53e30aa1-0-1a6262780a8fe0c28792afe37152a5035f6198c2","1679effe88cf14a3e8b8721912409c0b53e30aa1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","1679effe88cf14a3e8b8721912409c0b53e30aa1-0-aa52c1ff3d699e274ec0fc99d73b0178cb73a45b"
"Installation Kits","","0","","","0","","","","0","","","","","283.4","","","4860.67","","","","4577.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1679effe88cf14a3e8b8721912409c0b53e30aa1-0-ad83308612f2417ff8cedabd633828267df474b0","1679effe88cf14a3e8b8721912409c0b53e30aa1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","1679effe88cf14a3e8b8721912409c0b53e30aa1-1-5db7fa23b5f2b00803d3b20d9d0e7f6673a0a51e"
