"Name_val","Name_@footnote","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_ToComplete_val","Cost_Quantity_BudgetYearOneOCO_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_Total_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_Continuing_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_AllPriorYears_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Fielding Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.275","0","0","0","0","0","0.025","0","0","0","0.25","0","0.25","0","0","","90a3512f0d7e65a70e56a36cce4b866cf132a45b-3-b0a7bd16b40de58d094acaf4efabbed76dde81bc","90a3512f0d7e65a70e56a36cce4b866cf132a45b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","90a3512f0d7e65a70e56a36cce4b866cf132a45b-0-a1d6a757b937eba04f9be3bb6accd6b0f7f11e98"
"PM Support","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","30.16","0","0","0","0","0","14.962","0","0","0","15.198","0","15.198","0","0","","90a3512f0d7e65a70e56a36cce4b866cf132a45b-4-e44080997f579fda76d327ad91cb3c2f8e5e5261","90a3512f0d7e65a70e56a36cce4b866cf132a45b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","90a3512f0d7e65a70e56a36cce4b866cf132a45b-0-a1d6a757b937eba04f9be3bb6accd6b0f7f11e98"
"1.1.1) VH-60N COCKPIT UPGRADE KIT - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8.371","8","8.371","","","","","","","","","","","","","1.  The VH-60N Standby Instruments will be installed at O-level","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-d2c1484e7a73658295a114b98fa142a22ebf51c9","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-7ed8d177b47da1d9559777a747ecd22f6631f822"
"1.1.2) VH-60N Standby Instruments - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0.4","4","0.4","","","","","8","0.8","","","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-1-9dc07455b67049882b4e42cae5bc6bc5364f57e8","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-7ed8d177b47da1d9559777a747ecd22f6631f822"
"1.1.1) CRYPTO - ARC 210 SATCOM VH-3D/60N - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","0.52","4","0.08","14","0.28","6","0.12","2","0.04","","","2","0.04","","","1.  All Crypto installed at O level																					 2.  Crypto - ARC 210 Satcom VH-3D/60N A and B Kits include three (3) lab assets, two (2) test aircraft and two (2) trainer aircraft																					 3.  Crypto - ARC 210 VH-60N B kits are plug and play, requiring no A kits.   Quantities include one (1) lab asset, one (1) test aircraft and one (1) trainer aircraft.																					 4.  Crypto - ARC 210 VH-3D B kits have a lead time of twelve (12) months.  The A kit purchases will be staggered, such that A and B kits will be delivered at the same time.  Quantities include two (2) lab assets, one (1) test aircraft and one (1) trainer aircraft.","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-46ec97665dc3f64f14c5c573e2ed7f4f5bc6bbce","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-46d53de98b341694dd7aa01bf66219106eee197a"
"1.1.2) CRYPTO - ARC-210 VH-3D - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0.324","1","0.024","","","10","0.3","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-1-059dba1c39fe37cf5524916a2c5b0b2457afc918","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-46d53de98b341694dd7aa01bf66219106eee197a"
"1.1.3) FM Radio Replacement (O-level) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0.162","19","0.162","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-2-22f0d298085fe376f22dea5e9298b2babbaf5684","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-46d53de98b341694dd7aa01bf66219106eee197a"
"1.1.4) SATCOM (O-level) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0.493","4","0.493","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-3-0431e1f86449f6a1c13cc86c9d061e717ec81feb","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-46d53de98b341694dd7aa01bf66219106eee197a"
"1.1.5) VH Digital FM - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","0.997","28","0.997","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-4-306f9cbd10063468cb94d4bb0dc6e23d60943f40","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-46d53de98b341694dd7aa01bf66219106eee197a"
"1.1.6) VH-3D SATCOM - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0.601","11","0.601","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-5-8a32d2914aa412e6d4f5884fca2e5380cfecf506","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-46d53de98b341694dd7aa01bf66219106eee197a"
"1.1.7) VH-60 SATCOM - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","1.252","8","1.252","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-6-6cee0cee924c3565758e90a6f1d46b900d85bd21","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-46d53de98b341694dd7aa01bf66219106eee197a"
"1.1.1) Blade Kit - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","0.123","65","0.123","","","","","","","","","","","","","1.  Blades will be installed at the O level					2. Quantities include 10 val/ver blades.","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-0703910d628969e3fbef920e632698806340a356","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-16710425e20527f4cb5faf8e3ecb168ade7e491c"
"1.1.1) VH-60N SLEP Kits - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0.328","2","0.334","2","0.339","","","8","1.321","","","","","","","1","0.159","","","1","0.159","1","0.161","1.  VH-3D Fuel Upgrade A & B kit quantity includes one (1) Val/Ver kit.	*  Installs must follow SPAR schedule","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-93121174d27a52f4132fccce86f4abaf5d1b7b7a","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-3a11e21460927c7e39d3476ea7579ffba178e1eb"
"1.1.2) VH-3D SLEP Kits - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1.094","3","0.834","","","","","11","2.995","","","","","","","2","0.529","","","2","0.529","2","0.538","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-1-0f52ca8ab0531cb2b8b632c110d695722bfaa471","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-3a11e21460927c7e39d3476ea7579ffba178e1eb"
"1.1.3) VH-3D Fuel Upgrade Kits - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0.3","3","0.3","3","0.3","3","0.3","12","1.2","","","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-2-386163684f99dfb9e0e998499afd4aeabfca8ed5","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-3a11e21460927c7e39d3476ea7579ffba178e1eb"
"1.1.1) Engines Kit- VH-60N - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","0.629","","","","","","","5","0.393","","","5","0.393","3","0.236","1. Engine A-Kit quantity allows for 8 VH60Ns, and 12 VH3Ds (including one VH3D test a/c).								2.  Engine B-Kit quantity includes additional end items, which will not be part of initial installation.								3. VH-3D / T-58-400C engine B-kit in FY14 will be used on test cell, not installed onto an aircraft.								4.  3 Enhanced Digital Engine Control Units (EDECU) are required in FY 2011 for the VH-60N Test Aircraft.		5.  Avionics kits will be installed at the O level										6. VH Cabin Interior Redesign modifications include both the VH-3D and the VH-60N.										7. Performance Upgrade Kit allows for one A-kit per a/c. Performance Upgrade Equip allows for four B-kits (blades) per a/c.										8. Performance Upgrade kits will be installed at the O level.","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-00332cc8921c8071e8ab5463199dd11b523431ff","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-0a4d5a9e37f71d0504715db0a2264e93b4fa1356"
"1.1.2) Engines Kit -VH-3D - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.2","11","2.2","12","2.4","","","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-1-d7a1abff86b8c859dcaf288a999c717149e48b19","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-0a4d5a9e37f71d0504715db0a2264e93b4fa1356"
"1.1.3) Avionics Kit - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0.645","2","0.844","1","0.421","","","5","1.91","","","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-2-cd15a2bb717e2a2d476b11506952badf3a81b48f","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-0a4d5a9e37f71d0504715db0a2264e93b4fa1356"
"1.1.4) Performance Upgrade Kit - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.02","3","0.06","2","0.04","2","0.04","9","0.18","","","","","","","","","","","","","1","0.02","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-3-cb0bf75eb74d64393bdba7b4fe3b3a59ac7974a7","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-0a4d5a9e37f71d0504715db0a2264e93b4fa1356"
"1.1.5) VH-3D Cabin Interior Redesign Kit - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0.3","3","0.3","2","0.2","2","0.2","11","1.1","","","","","","","","","","","","","1","0.1","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-4-e45c0311a214e16d8b87d839428aabf95166cadf","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-0a4d5a9e37f71d0504715db0a2264e93b4fa1356"
"1.1.6) VH-60N Cabin Interior Redesign Kit - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0.4","2","0.4","2","0.4","2","0.4","8","1.6","","","","","","","","","","","","","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-5-6052fe2888b20e94b1a5f8f504b51342a3a4a151","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-0a4d5a9e37f71d0504715db0a2264e93b4fa1356"
"1.1.1) TH-3D Conversion Kit - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","1","1","","","1","1","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-3c41c9681e76fd82fe9a50560d60a86818ba442e","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-7fb06af86cdc612dbae0df84d1ec85e9c96d7c05"
"1.1.2) TH-3D Structural Mod Kit - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1.5","","","","","","","1","1.5","","","1","1.5","","","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-1-620ee63967d8bf24fee0dabf9a034f3ca276afad","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-7fb06af86cdc612dbae0df84d1ec85e9c96d7c05"
"1.1.3) TH-60N Conversion Kit - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1.5","","","","","","","","","","","","","1","1.5","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-2-542b326fef20723b7fa78956a3cf30868345af50","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-7fb06af86cdc612dbae0df84d1ec85e9c96d7c05"
"1.1.4) TH-60N Structural Kit - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","","","","","","","","","","","","","1","3","","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-3-a503f5c4917ff292800619c19bc9f0251be0bbe6","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-7fb06af86cdc612dbae0df84d1ec85e9c96d7c05"
"1.1.1) VH-3D Cockpit Upgrade Kit - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3.613","2","3.678","2","3.944","4","6.906","11","19.926","","","","","","","","","","","","","1","1.785","1.  Non-Recurring Engineering funding in FY 2013 and FY 2014 is for Satellite Weather Upgrades.","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-0f705f500dd2ba3c68d7f95e80e448fa2188cc31","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a7b43d6fbdc0bd971fa0f1442c5387e4fbd3b3-0-eacba0ccdd7a7bd4b1bc5e7d6015d9f5e5dd9683"
"M88 FOV Mod Kit","","","","","","","","","","","","","","","","","","","","","","","","","","","145","20.517","50","30.019","50","30.909","902","559.24","1681","713.323","0","0","29","3.6","175","23.48","157","21.435","0","0","157","21.435","173","24.123","","92a984ba60ec36f2fedb02d117f50b2883203bf3-0-3b885b627b4faf44c75576d57b51210f69b2b3df","92a984ba60ec36f2fedb02d117f50b2883203bf3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a984ba60ec36f2fedb02d117f50b2883203bf3-0-e781a76e97ba18e6e7d6a773ba7c00c6360bc781"
"Production Verification Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","0","7","0","1","0","0","0","0","0","20.76","0","0","0","5.505","0","2.6","0","2.655","0","0","0","2.655","0","2","","92a984ba60ec36f2fedb02d117f50b2883203bf3-1-1e16d1032687a0354d253e201fbe1ffef0291b83","92a984ba60ec36f2fedb02d117f50b2883203bf3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a984ba60ec36f2fedb02d117f50b2883203bf3-0-e781a76e97ba18e6e7d6a773ba7c00c6360bc781"
"Blue Force Tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","145","5.58","50","1.957","50","1.99","902","36.621","1652","64.937","0","0","0","0","175","6.403","157","5.84","0","0","157","5.84","173","6.546","","92a984ba60ec36f2fedb02d117f50b2883203bf3-2-685f9cbe82bd6cc56adc705c0192b469f5a6dc44","92a984ba60ec36f2fedb02d117f50b2883203bf3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a984ba60ec36f2fedb02d117f50b2883203bf3-0-e781a76e97ba18e6e7d6a773ba7c00c6360bc781"
"Program Mgt","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3.865","0","3.931","0","3.998","0","32","0","47.594","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","","92a984ba60ec36f2fedb02d117f50b2883203bf3-3-8200bb122cbf66ab5a99899cf043baa244383557","92a984ba60ec36f2fedb02d117f50b2883203bf3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","92a984ba60ec36f2fedb02d117f50b2883203bf3-0-e781a76e97ba18e6e7d6a773ba7c00c6360bc781"
"INSTALL KITS Group A (Active)","","","","","","","","","","","","","","","","","","","","","","","","","","","20","1.266","0","0.000","0","0.000","0","0.000","58","3.611","0","0.000","0","0.000","0","0.000","14","0.851","0","0.000","14","0.851","24","1.494","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-db3b746fb96c54e480dc76c8ceaf4623e79ce749","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-83eb4335f0aed17f9c600732c312e6a1ecab2754"
"INSTALL KITS Group A (Reserve)","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0.38","0","0.000","0","0.000","0","0.000","18","1.119","0","0.000","0","0.000","0","0.000","6","0.365","0","0.000","6","0.365","6","0.374","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-1-fd25eb32aa32d48483710a07968bd819ea4ba137","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-83eb4335f0aed17f9c600732c312e6a1ecab2754"
"INSTALL KITS Group A (Active)","","","","","","","","","","","","","","","","","","","","","","","","","","","29","47.965","25","41.92","26","44.94","86","160.004","221","377.102","0","0.000","6","8.134","10","12.974","12","17.345","0","0.000","12","17.345","27","43.82","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-23ec9b385425f1072b2f519a1275a2e72ab5910c","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","97092ba11b429a6f7046ccc267083d82ef7c2035-0-f13e160fd7270585d784edf1a8c9bb1d6f6d33ea"
"INSTALL KITS Group A (Active)","","","","","","","","","","","","","","","","","","","","","","","","","","","13","7.954","3","1.849","0","0.000","0","0.000","78","23.149","36","0.000","6","1.197","7","4.208","2","1.215","0","0.000","2","1.215","11","6.726","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-c8b65b194272eea034fec5b106ce35d4c082cb88","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","97092ba11b429a6f7046ccc267083d82ef7c2035-0-cbc70ca25bd3e547e720819e0f70299a978c6c3e"
"INSTALL KITS Group A (Guard)","","","","","","","","","","","","","","","","","","","","","","","","","","","13","7.954","9","5.546","0","0.000","0","0.000","78","32.868","24","0.000","9","5.384","7","4.208","0","0.000","0","0.000","0","0.000","16","9.776","","97092ba11b429a6f7046ccc267083d82ef7c2035-1-aa7baa946766de234e0e6a431ccaf369e2dd0c5e","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","97092ba11b429a6f7046ccc267083d82ef7c2035-0-cbc70ca25bd3e547e720819e0f70299a978c6c3e"
